COUNTY,Week,Year,DATEOFF,Ca,Cl,HNO3,HNO3 PPB,K,Mg,Na,NH4,NO3,SO2,SO2 PPB,SO4,TNO3,DATEON
San Benito,52,2018,1/1/2019 8:00,-,-,-,-,-,-,-,-,-,-,-,-,-,12/25/2018
San Benito,52,2019,12/31/2019 8:00:00 AM,0.043,0.15,0.285,0.111,0.053,0.027,0.199,0.151,0.647,0.13,0.05,0.303,0.928,12/24/2019
San Benito,52,2020,12/29/2020 8:00:00 AM,0.108,0.47,0.211,0.082,0.055,0.054,0.392,0.073,0.563,0.168,0.064,0.335,0.771,12/22/2020
San Benito,52,2022,1/3/2023 8:00,0.03,0.848,0.089,0.035,0.046,0.062,0.483,0.043,0.248,0.087,0.033,0.243,0.335,12/27/2022
San Benito,53,2016,1/3/2017 8:00,0.073,1.525,0.122,0.047,0.093,0.111,0.877,0.079,0.297,0.246,0.094,0.449,0.417,12/27/2016
Tulare,1,2016,1/5/2016 8:00,0.038,0.014,0.866,0.336,0.03,0.006,0.015,0.135,0.182,0.125,0.048,0.253,1.034,12/29/2015
Tulare,1,2017,1/10/2017 8:00,0.018,0.079,0.166,0.064,0.039,0.011,0.065,0.033,0.099,0.142,0.054,0.124,0.262,1/3/2017
Tulare,1,2018,1/9/2018 8:00,0.038,0.016,0.548,0.213,0.039,0.006,0.012,0.089,0.116,0.146,0.056,0.194,0.656,1/2/2018
Tulare,1,2019,1/8/2019 8:00,-,-,-,-,-,-,-,-,-,-,-,-,-,1/1/2019
Tulare,1,2020,1/7/2020 8:00,0.034,0.017,1.021,0.396,0.04,0.01,0.051,0.495,1.014,0.146,0.056,0.584,2.018,12/31/2019
Tulare,1,2021,1/5/2021 8:00,0.042,0.017,1.142,0.443,0.045,0.01,0.038,0.463,1.235,0.164,0.063,0.357,2.36,12/29/2020
Tulare,1,2022,1/11/2022 8:00,0.056,0.017,0.998,0.387,0.032,0.012,0.045,0.653,1.622,0.189,0.072,0.553,2.604,1/4/2022
Tulare,2,2015,1/13/2015 8:00:00 AM,0.077,0.134,0.597,0.232,0.069,0.012,0.035,3.32,8.959,0.21,0.08,1.419,9.546,1/6/2015
Tulare,2,2016,1/12/2016 8:00,0.013,0.013,0.354,0.137,0.026,0.005,0.023,0.082,0.164,0.245,0.094,0.158,0.512,1/5/2016
Tulare,2,2017,1/17/2017 8:00:00 AM,0.022,0.055,0.182,0.071,0.037,0.015,0.112,0.124,0.376,0.231,0.088,0.265,0.555,1/10/2017
Tulare,2,2018,1/16/2018 8:00:00 AM,0.04,0.017,1.433,0.556,0.094,0.011,0.04,0.193,0.351,0.182,0.069,0.362,1.761,1/9/2018
Tulare,2,2019,1/15/2019 8:00:00 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,1/8/2019
Tulare,2,2020,1/14/2020 8:00:00 AM,0.031,0.105,0.473,0.184,0.048,0.015,0.093,0.894,2.141,0.164,0.063,0.702,2.606,1/7/2020
Tulare,2,2021,1/12/2021 8:00,0.106,0.017,0.85,0.33,0.06,0.025,0.147,1.44,4.462,0.193,0.074,0.907,5.298,1/5/2021
Tulare,2,2022,1/18/2022 8:00:00 AM,0.05,0.017,0.818,0.317,0.033,0.007,0.015,0.217,0.393,0.141,0.054,0.27,1.198,1/11/2022
Tulare,3,2015,1/20/2015 8:00:00 AM,0.034,0.017,1.165,0.452,0.035,0.005,0.014,0.838,1.744,0.123,0.047,0.745,2.891,1/13/2015
Tulare,3,2016,1/19/2016 8:00:00 AM,0.023,0.044,0.296,0.115,0.049,0.018,0.132,0.083,0.366,0.077,0.029,0.25,0.657,1/12/2016
Tulare,3,2017,1/24/2017 8:00:00 AM,0.019,0.072,0.169,0.066,0.024,0.011,0.069,0.032,0.109,0.23,0.088,0.125,0.275,1/17/2017
Tulare,3,2018,1/23/2018 8:00:00 AM,0.059,0.057,1.378,0.535,0.071,0.018,0.098,0.656,1.756,0.277,0.106,0.558,3.112,1/16/2018
Tulare,3,2019,1/22/2019 8:00:00 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,1/15/2019
Tulare,3,2020,1/21/2020 8:00:00 AM,0.032,0.016,0.935,0.363,0.04,0.011,0.063,0.199,0.472,0.161,0.061,0.353,1.392,1/14/2020
Tulare,3,2021,1/19/2021 8:00:00 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,1/12/2021
Tulare,3,2022,1/25/2022 8:00:00 AM,0.142,0.016,0.719,0.279,0.062,0.014,0.051,2.142,5.618,0.291,0.111,1.323,6.325,1/18/2022
Tulare,4,2015,1/27/2015 8:00:00 AM,0.04,0.017,1.382,0.536,0.025,0.005,0.017,0.193,0.21,0.299,0.114,0.369,1.571,1/20/2015
Tulare,4,2016,1/26/2016 8:00:00 AM,0.023,0.046,0.174,0.068,0.042,0.012,0.074,0.109,0.238,0.212,0.081,0.274,0.41,1/19/2016
Tulare,4,2017,1/31/2017 8:00:00 AM,0.032,0.015,0.924,0.359,0.025,0.008,0.029,0.167,0.205,0.232,0.089,0.346,1.114,1/24/2017
Tulare,4,2018,1/30/2018 8:00:00 AM,0.089,0.041,0.494,0.192,0.055,0.03,0.187,0.13,0.663,0.212,0.081,0.326,1.148,1/23/2018
Tulare,4,2019,1/29/2019 8:00:00 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,1/22/2019
Tulare,4,2020,1/28/2020 8:00:00 AM,0.048,0.024,0.841,0.326,0.044,0.013,0.059,0.857,1.932,0.234,0.089,0.806,2.76,1/21/2020
Tulare,4,2022,2/1/2022 8:00,0.164,0.018,0.802,0.311,0.053,0.018,0.058,0.746,2.018,0.223,0.085,0.528,2.808,1/25/2022
Tulare,5,2015,2/3/2015 8:00,0.047,0.017,1.235,0.479,0.035,0.007,0.015,0.961,2.245,0.377,0.144,0.733,3.46,1/27/2015
Tulare,5,2016,2/2/2016 8:00,0.033,0.014,0.426,0.165,0.036,0.007,0.022,0.273,0.627,0.227,0.087,0.327,1.045,1/26/2016
Tulare,5,2017,2/7/2017 8:00,0.028,0.066,0.229,0.089,0.034,0.012,0.067,0.059,0.138,0.141,0.054,0.189,0.363,1/31/2017
Tulare,5,2018,2/6/2018 8:00,0.157,0.017,1.975,0.766,0.063,0.021,0.055,1.552,3.829,0.311,0.119,1.06,5.772,1/30/2018
Tulare,5,2019,2/5/2019 8:00,0.046,0.04,1.071,0.416,0.04,0.011,0.044,0.359,0.708,0.114,0.044,0.465,1.761,1/29/2019
Tulare,5,2020,2/4/2020 8:00,0.069,0.055,0.679,0.263,0.051,0.025,0.171,0.411,1.096,0.207,0.079,0.606,1.765,1/28/2020
Tulare,5,2021,2/2/2021 8:00,0.031,0.016,0.199,0.077,0.031,0.007,0.027,0.052,0.122,0.141,0.054,0.119,0.318,1/26/2021
Tulare,5,2022,2/8/2022 8:00,0.193,0.017,1.114,0.432,1.071,0.023,0.201,1.024,2.806,0.333,0.127,0.997,3.901,2/1/2022
Tulare,6,2015,2/10/2015 8:00,0.09,0.227,0.746,0.289,0.058,0.033,0.314,0.126,0.217,0.253,0.097,0.791,0.952,2/3/2015
Tulare,6,2016,2/9/2016 8:00,0.044,0.025,0.415,0.161,0.027,0.006,0.012,0.094,0.128,0.417,0.159,0.206,0.536,2/2/2016
Tulare,6,2017,2/14/2017 8:00:00 AM,0.031,0.015,0.174,0.068,0.053,0.011,0.05,0.081,0.193,0.259,0.099,0.282,0.364,2/7/2017
Tulare,6,2018,2/13/2018 8:00:00 AM,0.335,0.136,1.595,0.619,0.111,0.052,0.387,1.253,3.615,0.492,0.188,1.491,5.185,2/6/2018
Tulare,6,2019,2/12/2019 8:00,0.031,0.026,0.202,0.078,0.021,0.01,0.055,0.052,0.153,0.125,0.048,0.142,0.352,2/5/2019
Tulare,6,2020,2/11/2020 8:00,0.161,0.017,0.96,0.372,0.069,0.028,0.127,0.56,1.779,0.298,0.114,0.517,2.723,2/4/2020
Tulare,6,2021,2/9/2021 8:00,0.098,0.017,0.834,0.324,0.083,0.018,0.071,0.972,2.548,0.331,0.126,0.783,3.369,2/2/2021
Tulare,6,2022,2/15/2022 8:00:00 AM,0.175,0.034,1.197,0.464,0.063,0.021,0.06,0.242,0.457,0.205,0.078,0.472,1.635,2/8/2022
Tulare,7,2015,2/17/2015 8:00:00 AM,0.051,0.017,0.875,0.34,0.049,0.023,0.149,0.333,0.773,0.146,0.056,0.579,1.634,2/10/2015
Tulare,7,2016,2/16/2016 8:00:00 AM,0.1,0.017,1.025,0.398,0.04,0.012,0.026,1.168,2.531,0.42,0.16,1.083,3.54,2/9/2016
Tulare,7,2017,2/21/2017 8:00:00 AM,0.045,0.015,0.395,0.153,0.044,0.013,0.052,0.085,0.156,0.297,0.113,0.291,0.545,2/14/2017
Tulare,7,2018,2/20/2018 8:00:00 AM,0.178,0.153,0.743,0.288,0.099,0.045,0.251,0.562,2.054,0.471,0.18,0.584,2.785,2/13/2018
Tulare,7,2019,2/19/2019 8:00:00 AM,0.034,0.078,0.051,0.02,0.025,0.013,0.067,0.042,0.094,0.12,0.046,0.135,0.144,2/12/2019
Tulare,7,2020,2/18/2020 8:00:00 AM,0.181,0.037,0.808,0.314,0.072,0.035,0.15,0.692,2.023,0.341,0.13,0.725,2.818,2/11/2020
Tulare,7,2021,2/16/2021 8:00:00 AM,0.076,0.162,0.575,0.223,0.075,0.034,0.205,1.042,2.849,0.253,0.097,0.872,3.415,2/9/2021
Tulare,7,2022,2/22/2022 8:00:00 AM,0.263,0.255,0.439,0.17,0.113,0.053,0.438,0.259,0.829,0.251,0.096,0.961,1.261,2/15/2022
Tulare,8,2015,2/24/2015 8:00:00 AM,0.094,0.05,0.95,0.369,0.048,0.016,0.047,1.654,3.82,0.368,0.14,1.513,4.755,2/17/2015
Tulare,8,2016,2/23/2016 8:00:00 AM,0.079,0.116,0.435,0.169,0.083,0.032,0.208,0.839,2.005,0.343,0.131,1.019,2.434,2/16/2016
Tulare,8,2017,2/28/2017 8:00:00 AM,0.053,0.106,0.189,0.073,0.052,0.024,0.14,0.513,1.285,0.388,0.148,0.659,1.471,2/21/2017
Tulare,8,2018,2/27/2018 8:00:00 AM,0.099,0.051,0.461,0.179,0.053,0.025,0.106,0.526,1.707,0.324,0.124,0.367,2.16,2/20/2018
Tulare,8,2019,2/26/2019 8:00:00 AM,0.07,0.017,0.798,0.31,0.031,0.014,0.026,0.188,0.193,0.185,0.071,0.473,0.978,2/19/2019
Tulare,8,2020,2/25/2020 8:00:00 AM,0.159,0.048,0.847,0.329,0.068,0.041,0.178,0.385,0.958,0.282,0.108,0.853,1.791,2/18/2020
Tulare,8,2021,2/23/2021 8:00:00 AM,0.065,0.034,0.479,0.186,0.05,0.026,0.183,0.206,0.626,0.229,0.087,0.471,1.098,2/16/2021
Tulare,8,2022,3/1/2022 8:00,0.06,0.019,0.904,0.351,0.036,0.012,0.041,0.32,0.725,0.203,0.077,0.349,1.614,2/22/2022
Tulare,9,2015,3/3/2015 8:00,0.091,0.035,0.57,0.221,0.062,0.018,0.116,0.569,1.454,0.396,0.151,0.705,2.015,2/24/2015
Tulare,9,2016,3/1/2016 8:00,0.149,0.027,0.714,0.277,0.057,0.026,0.08,0.726,1.6,0.345,0.132,0.97,2.303,2/23/2016
Tulare,9,2017,3/7/2017 8:00,0.072,0.045,0.635,0.246,0.035,0.019,0.094,0.195,0.392,0.408,0.156,0.411,1.017,2/28/2017
Tulare,9,2018,3/6/2018 8:00,0.014,0.023,0.163,0.063,-,0.006,0.041,0.061,0.139,0.133,0.051,0.177,0.3,2/27/2018
Tulare,9,2019,3/5/2019 8:00,0.064,0.016,0.347,0.135,0.046,0.016,0.039,0.186,0.325,0.123,0.047,0.408,0.666,2/26/2019
Tulare,9,2020,3/3/2020 8:00,0.148,0.288,0.547,0.212,0.073,0.062,0.377,0.262,0.995,0.3,0.114,0.664,1.533,2/25/2020
Tulare,9,2021,3/2/2021 8:00,0.263,0.032,1.022,0.397,0.08,0.036,0.431,0.401,1.361,0.467,0.178,1.183,2.366,2/23/2021
Tulare,9,2022,3/8/2022 8:00,0.136,0.017,0.736,0.286,0.057,0.022,0.146,0.333,1.027,0.229,0.087,0.605,1.751,3/1/2022
Tulare,10,2015,3/10/2015 8:00,0.14,0.018,1.015,0.394,0.046,0.024,0.048,0.259,0.286,0.451,0.172,0.564,1.284,3/3/2015
Tulare,10,2016,3/8/2016 8:00,0.102,0.082,0.723,0.281,0.057,0.032,0.178,0.204,0.552,0.313,0.119,0.655,1.263,3/1/2016
Tulare,10,2017,3/14/2017 8:00:00 AM,0.121,0.015,1.387,0.538,0.078,0.026,0.098,1.189,2.421,0.588,0.224,1.365,3.786,3/7/2017
Tulare,10,2018,3/13/2018 8:00:00 AM,0.055,0.016,1.199,0.465,0.051,0.012,0.03,0.206,0.313,0.278,0.106,0.423,1.493,3/6/2018
Tulare,10,2019,3/12/2019 8:00,0.038,0.095,0.102,0.04,0.031,0.019,0.118,0.136,0.33,0.17,0.065,0.311,0.43,3/5/2019
Tulare,10,2020,3/10/2020 8:00,0.113,0.028,0.495,0.192,0.056,0.026,0.105,0.184,0.381,0.21,0.08,0.493,0.868,3/3/2020
Tulare,10,2021,3/9/2021 8:00,0.297,0.097,0.729,0.283,0.096,0.051,0.254,0.439,1.499,0.465,0.177,0.854,2.216,3/2/2021
Tulare,10,2022,3/15/2022 8:00:00 AM,0.143,0.03,0.953,0.37,0.057,0.034,0.21,0.254,0.718,0.289,0.11,0.66,1.656,3/8/2022
Tulare,11,2015,3/17/2015 8:00:00 AM,0.214,0.016,1.096,0.425,0.058,0.032,0.073,0.367,0.559,0.507,0.193,0.856,1.638,3/10/2015
Tulare,11,2016,3/15/2016 8:00:00 AM,0.047,0.088,0.232,0.09,0.042,0.019,0.094,0.1,0.191,0.201,0.077,0.313,0.419,3/8/2016
Tulare,11,2017,3/21/2017 8:00:00 AM,0.173,0.025,1.027,0.398,0.099,0.03,0.065,0.685,1.094,0.636,0.243,1.279,2.104,3/14/2017
Tulare,11,2018,3/20/2018 8:00:00 AM,0.029,0.016,0.314,0.122,0.031,0.011,0.054,0.112,0.194,0.133,0.051,0.258,0.503,3/13/2018
Tulare,11,2019,3/19/2019 8:00:00 AM,0.094,0.016,0.753,0.292,0.043,0.022,0.1,0.227,0.357,0.286,0.109,0.577,1.098,3/12/2019
Tulare,11,2020,3/17/2020 8:00:00 AM,0.059,0.091,0.615,0.239,0.066,0.032,0.195,0.22,0.688,0.166,0.063,0.519,1.293,3/10/2020
Tulare,11,2021,3/16/2021 8:00:00 AM,0.055,0.078,0.247,0.096,0.038,0.026,0.161,0.329,0.979,0.208,0.079,0.474,1.221,3/9/2021
Tulare,11,2022,3/22/2022 8:00:00 AM,0.209,0.016,0.814,0.316,0.075,0.046,0.164,0.347,1.131,0.236,0.09,0.782,1.933,3/15/2022
Tulare,12,2015,3/24/2015 8:00:00 AM,0.337,0.046,1.854,0.719,0.101,0.056,0.278,0.635,1.496,0.805,0.307,1.359,3.321,3/17/2015
Tulare,12,2016,3/22/2016 8:00:00 AM,0.143,0.036,0.807,0.313,0.076,0.043,0.154,0.523,0.955,0.319,0.122,1.1,1.749,3/15/2016
Tulare,12,2017,3/28/2017 8:00:00 AM,0.056,0.049,0.214,0.083,0.065,0.022,0.104,0.206,0.473,0.565,0.216,0.446,0.684,3/21/2017
Tulare,12,2018,3/27/2018 8:00:00 AM,0.036,0.125,0.156,0.061,0.048,0.026,0.177,0.147,0.419,0.161,0.061,0.407,0.572,3/20/2018
Tulare,12,2019,3/26/2019 8:00:00 AM,0.167,0.016,0.644,0.25,0.069,0.04,0.129,0.372,0.599,0.192,0.073,0.981,1.233,3/19/2019
Tulare,12,2020,3/24/2020 8:00:00 AM,0.022,0.017,0.373,0.145,0.028,0.009,0.036,0.14,0.176,0.11,0.042,0.326,0.543,3/17/2020
Tulare,12,2021,3/23/2021 8:00:00 AM,0.074,0.066,0.453,0.176,0.051,0.028,0.152,0.246,0.7,0.267,0.102,0.493,1.146,3/16/2021
Tulare,12,2022,3/29/2022 8:00:00 AM,0.249,0.039,0.842,0.327,0.075,0.045,0.125,0.23,0.552,0.333,0.127,0.642,1.381,3/22/2022
Tulare,13,2015,3/31/2015 8:00:00 AM,0.229,0.017,1.352,0.525,0.095,0.047,0.167,0.568,0.84,0.997,0.38,1.03,2.171,3/24/2015
Tulare,13,2016,3/29/2016 8:00:00 AM,0.106,0.076,0.469,0.182,0.069,0.044,0.256,0.361,0.956,0.512,0.195,0.708,1.417,3/22/2016
Tulare,13,2017,4/4/2017 8:00,0.112,0.025,0.487,0.189,0.065,0.026,0.078,0.488,0.342,0.572,0.218,1.174,0.821,3/28/2017
Tulare,13,2018,4/3/2018 8:00,0.127,0.016,1.079,0.419,0.119,0.028,0.08,0.474,0.634,0.467,0.178,0.856,1.696,3/27/2018
Tulare,13,2019,4/2/2019 8:00,0.134,0.017,0.468,0.182,0.079,0.042,0.156,0.28,0.622,0.237,0.09,0.82,1.083,3/26/2019
Tulare,13,2020,3/31/2020 8:00:00 AM,0.026,0.016,0.431,0.167,0.034,0.014,0.077,0.229,0.321,0.203,0.077,0.551,0.745,3/24/2020
Tulare,13,2021,3/30/2021 8:00:00 AM,0.167,0.034,0.664,0.258,0.085,0.055,0.276,0.318,0.947,0.308,0.118,0.909,1.6,3/23/2021
Tulare,13,2022,4/5/2022 8:00,0.193,0.056,1.368,0.531,0.085,0.06,0.245,0.898,2.095,0.405,0.155,1.223,3.441,3/29/2022
Tulare,14,2015,4/7/2015 8:00,0.299,0.061,0.977,0.379,0.114,0.069,0.258,0.563,1.3,0.957,0.365,1.241,2.261,3/31/2015
Tulare,14,2016,4/5/2016 8:00,0.111,0.017,0.664,0.258,0.054,0.032,0.179,0.404,0.663,0.451,0.172,0.846,1.317,3/29/2016
Tulare,14,2017,4/11/2017 8:00,0.092,0.025,0.327,0.127,0.061,0.025,0.089,0.285,0.447,0.421,0.161,0.673,0.769,4/4/2017
Tulare,14,2018,4/10/2018 8:00,0.214,0.016,1.112,0.431,0.105,0.064,0.293,0.146,0.742,0.293,0.112,0.931,1.836,4/3/2018
Tulare,14,2019,4/9/2019 8:00,0.077,0.017,0.804,0.312,0.064,0.02,0.035,0.255,0.297,0.205,0.078,0.599,1.088,4/2/2019
Tulare,14,2020,4/7/2020 8:00,0.08,0.017,0.743,0.288,0.071,0.029,0.124,0.314,0.727,0.35,0.134,0.707,1.457,3/31/2020
Tulare,14,2021,4/6/2021 8:00,0.329,0.092,0.883,0.343,0.116,0.066,0.296,0.514,1.369,0.685,0.261,1.26,2.238,3/30/2021
Tulare,14,2022,4/12/2022 8:00,0.485,0.132,0.92,0.357,0.135,0.115,0.306,0.43,1.203,0.659,0.251,1.104,2.109,4/5/2022
Tulare,15,2015,4/14/2015 8:00:00 AM,0.176,0.034,1.433,0.556,0.053,0.041,0.127,0.384,0.701,0.741,0.283,0.814,2.111,4/7/2015
Tulare,15,2016,4/12/2016 8:00,0.152,0.016,0.715,0.277,0.109,0.031,0.118,0.203,0.432,0.334,0.127,0.758,1.136,4/5/2016
Tulare,15,2017,4/18/2017 8:00:00 AM,0.123,0.03,0.555,0.215,0.071,0.034,0.131,0.288,0.463,0.335,0.128,0.758,1.01,4/11/2017
Tulare,15,2018,4/17/2018 8:00:00 AM,0.264,0.051,0.391,0.152,0.075,0.065,0.178,0.225,0.701,0.327,0.125,0.725,1.086,4/10/2018
Tulare,15,2019,4/16/2019 8:00:00 AM,0.116,0.028,0.518,0.201,0.073,0.038,0.133,0.281,0.578,0.298,0.114,0.683,1.088,4/9/2019
Tulare,15,2020,4/14/2020 8:00:00 AM,0.044,0.016,0.481,0.187,0.052,0.017,0.077,0.366,0.398,0.224,0.085,0.823,0.872,4/7/2020
Tulare,15,2021,4/13/2021 8:00:00 AM,0.29,0.039,1.257,0.488,0.126,0.101,0.466,0.513,1.791,0.83,0.317,1.174,3.028,4/6/2021
Tulare,15,2022,4/19/2022 8:00:00 AM,0.194,0.03,0.509,0.198,0.069,0.047,0.214,0.336,0.897,0.412,0.157,0.731,1.398,4/12/2022
Tulare,16,2015,4/21/2015 8:00:00 AM,0.338,0.025,1.362,0.528,0.099,0.062,0.201,0.528,0.785,1.311,0.5,1.343,2.126,4/14/2015
Tulare,16,2016,4/19/2016 8:00:00 AM,0.145,0.036,0.787,0.305,0.078,0.044,0.209,0.414,0.53,0.309,0.118,1.198,1.304,4/12/2016
Tulare,16,2017,4/25/2017 8:00:00 AM,0.151,0.06,0.55,0.213,0.093,0.05,0.188,0.564,0.968,0.427,0.163,1.307,1.509,4/18/2017
Tulare,16,2018,4/24/2018 8:00:00 AM,0.13,0.02,0.692,0.269,0.072,0.032,0.091,0.294,0.362,0.506,0.193,0.65,1.043,4/17/2018
Tulare,16,2019,4/23/2019 8:00:00 AM,0.127,0.09,0.539,0.209,0.075,0.048,0.242,0.299,0.59,0.339,0.129,0.758,1.121,4/16/2019
Tulare,16,2020,4/21/2020 8:00:00 AM,0.088,0.046,0.537,0.208,0.081,0.038,0.18,0.496,0.802,0.292,0.111,1.121,1.331,4/14/2020
Tulare,16,2021,4/20/2021 8:00:00 AM,0.276,0.396,0.76,0.295,0.114,0.101,0.652,0.4,1.329,0.845,0.322,1.122,2.076,4/13/2021
Tulare,16,2022,4/26/2022 8:00:00 AM,0.177,0.022,0.624,0.242,0.057,0.041,0.223,0.283,0.696,0.372,0.142,0.773,1.31,4/19/2022
Tulare,17,2015,4/28/2015 8:00:00 AM,0.259,0.038,0.831,0.322,0.106,0.078,0.483,0.568,1.476,0.475,0.181,1.776,2.294,4/21/2015
Tulare,17,2016,4/26/2016 8:00:00 AM,0.155,0.186,0.563,0.218,0.065,0.048,0.246,0.305,0.506,0.467,0.178,0.884,1.059,4/19/2016
Tulare,17,2017,5/2/2017 8:00,0.194,0.016,0.659,0.256,0.093,0.044,0.111,0.428,0.487,0.744,0.284,1.091,1.135,4/25/2017
Tulare,17,2018,5/1/2018 8:00,0.258,0.143,0.71,0.275,0.106,0.084,0.338,0.699,1.404,0.766,0.292,1.606,2.103,4/24/2018
Tulare,17,2019,4/30/2019 8:00:00 AM,0.209,0.121,0.941,0.365,0.1,0.066,0.29,0.544,0.843,0.918,0.35,1.249,1.769,4/23/2019
Tulare,17,2020,4/28/2020 8:00:00 AM,0.174,0.017,1.038,0.403,0.113,0.048,0.143,0.678,0.544,0.577,0.22,1.557,1.565,4/21/2020
Tulare,17,2021,4/27/2021 8:00:00 AM,0.315,0.2,0.517,0.201,0.154,0.112,0.565,0.417,1.824,0.648,0.247,1.327,2.333,4/20/2021
Tulare,17,2022,5/3/2022 8:00,0.356,0.068,1.409,0.547,0.148,0.103,0.422,0.608,1.681,1.074,0.41,1.61,3.068,4/26/2022
Tulare,18,2015,5/5/2015 8:00,0.252,0.025,1.385,0.537,0.086,0.058,0.246,0.515,0.908,1.043,0.398,1.299,2.271,4/28/2015
Tulare,18,2016,5/3/2016 8:00,0.172,0.041,0.783,0.304,0.086,0.056,0.299,0.405,0.815,0.571,0.218,1.214,1.586,4/26/2016
Tulare,18,2017,5/9/2017 8:00,0.252,0.054,0.945,0.367,0.109,0.076,0.324,0.361,0.774,0.997,0.38,1.486,1.703,5/2/2017
Tulare,18,2018,5/8/2018 8:00,0.221,0.021,0.958,0.372,0.113,0.064,0.262,0.72,1.149,1.058,0.404,1.665,2.092,5/1/2018
Tulare,18,2019,5/7/2019 8:00,0.252,0.083,0.752,0.292,0.126,0.09,0.48,0.599,1.45,0.909,0.347,1.643,2.19,4/30/2019
Tulare,18,2020,5/5/2020 8:00,0.224,0.02,0.851,0.33,0.103,0.054,0.146,0.534,0.661,0.841,0.321,1.292,1.498,4/28/2020
Tulare,18,2021,5/4/2021 8:00,0.226,0.061,1.186,0.46,0.108,0.06,0.187,0.408,0.665,1.245,0.475,1.028,1.832,4/27/2021
Tulare,18,2022,5/10/2022 8:00,0.379,0.501,0.685,0.266,0.13,0.127,0.591,0.351,1.206,0.958,0.366,1.049,1.88,5/3/2022
Tulare,19,2015,5/12/2015 8:00,0.405,0.164,0.824,0.32,0.124,0.123,0.827,0.56,1.952,1.135,0.433,2.035,2.763,5/5/2015
Tulare,19,2016,5/10/2016 8:00,0.169,0.016,0.737,0.286,0.096,0.04,0.154,0.357,0.641,0.483,0.184,1.077,1.366,5/3/2016
Tulare,19,2017,5/16/2017 8:00:00 AM,0.235,0.076,0.748,0.29,0.112,0.08,0.383,0.568,1.294,0.724,0.276,1.532,2.029,5/9/2017
Tulare,19,2018,5/15/2018 8:00:00 AM,0.286,0.071,1.11,0.431,0.118,0.083,0.339,0.612,1.304,1.402,0.535,1.471,2.397,5/8/2018
Tulare,19,2019,5/14/2019 8:00:00 AM,0.208,0.016,1.528,0.593,0.111,0.049,0.131,0.771,0.594,0.883,0.337,2.004,2.097,5/7/2019
Tulare,19,2020,5/12/2020 8:00,0.332,0.027,1.188,0.461,0.138,0.063,0.169,0.617,0.745,1.384,0.528,1.544,1.915,5/5/2020
Tulare,19,2021,5/11/2021 8:00,0.376,0.039,1.25,0.485,0.143,0.088,0.26,0.489,1.052,1.694,0.646,1.235,2.282,5/4/2021
Tulare,19,2022,5/17/2022 8:00:00 AM,0.269,0.045,0.985,0.382,0.114,0.063,0.169,0.431,0.781,1.238,0.472,1.003,1.75,5/10/2022
Tulare,20,2015,5/19/2015 8:00:00 AM,0.2,0.031,0.922,0.358,0.115,0.067,0.328,0.683,1.571,0.863,0.329,1.66,2.479,5/12/2015
Tulare,20,2016,5/17/2016 8:00:00 AM,0.219,0.017,2.025,0.786,0.173,0.061,0.218,0.683,0.787,1.105,0.422,1.914,2.78,5/10/2016
Tulare,20,2017,5/23/2017 8:00:00 AM,0.189,0.016,0.83,0.322,0.096,0.049,0.16,0.454,0.556,1.091,0.416,1.126,1.372,5/16/2017
Tulare,20,2018,5/22/2018 8:00:00 AM,0.32,0.09,1.004,0.39,0.135,0.088,0.353,0.714,1.438,1.015,0.387,1.799,2.427,5/15/2018
Tulare,20,2019,5/21/2019 8:00:00 AM,0.105,0.093,0.458,0.178,0.082,0.045,0.196,0.198,0.571,0.383,0.146,0.628,1.022,5/14/2019
Tulare,20,2020,5/19/2020 8:00:00 AM,0.193,0.046,0.523,0.203,0.1,0.055,0.222,0.286,0.753,0.411,0.157,1.008,1.267,5/12/2020
Tulare,20,2021,5/18/2021 8:00:00 AM,0.387,0.042,1.124,0.436,0.137,0.09,0.26,0.589,1.139,1.627,0.621,1.58,2.245,5/11/2021
Tulare,20,2022,5/24/2022 8:00:00 AM,0.426,0.198,1.193,0.463,0.156,0.114,0.43,0.485,1.331,1.717,0.655,1.205,2.505,5/17/2022
Tulare,21,2015,5/26/2015 8:00:00 AM,0.197,0.016,1.698,0.659,0.1,0.06,0.268,0.994,1.214,1.037,0.396,2.48,2.885,5/19/2015
Tulare,21,2016,5/24/2016 8:00:00 AM,0.226,0.349,0.603,0.234,0.155,0.081,0.467,0.399,1.041,0.941,0.359,1.136,1.634,5/17/2016
Tulare,21,2017,5/30/2017 8:00:00 AM,0.386,0.016,1.563,0.606,0.159,0.085,0.216,0.933,1.015,1.628,0.621,2.306,2.553,5/23/2017
Tulare,21,2018,5/29/2018 8:00:00 AM,0.327,0.016,1.464,0.568,0.133,0.073,0.224,0.603,0.801,0.95,0.363,1.896,2.242,5/22/2018
Tulare,21,2019,5/28/2019 8:00:00 AM,0.045,0.086,0.237,0.092,0.066,0.026,0.156,0.18,0.398,0.152,0.058,0.525,0.631,5/21/2019
Tulare,21,2020,5/26/2020 8:00:00 AM,0.134,0.019,0.946,0.367,0.094,0.039,0.15,0.365,0.496,0.825,0.315,0.928,1.427,5/19/2020
